Day,Product variant SKU,Product title,Product variant ID,Product ID,Orders,Gross sales,Discounts,Returns,Net sales,Shipping charges,Duties,Additional fees,Taxes,Total sales,Net items sold,Quantity ordered,Quantity returned,Total returns
5/1/2026,K18-32,Dark Grey Slim Fit Power Stretch Pants,4.48432E+13,7.90369E+12,4,7580.96,-94.76,0,7486.2,0,0,0,374.3,7860.5,4,4,0,0
5/1/2026,JR31-36,Walking Blue Tinted Relaxed Fit Jeans,4.71323E+13,8.22507E+12,2,4933.33,0,0,4933.33,0,0,0,246.67,5180,2,2,0,0
5/1/2026,JR37-32,Inklock Black No Fade Jeans - Relaxed Fit,4.68746E+13,8.16009E+12,25,64133.3,-1012.74,0,63120.56,0,0,0,3156.03,66276.59,26,26,0,0
5/1/2026,JOG1-XL,Soren Black Tapered Fit Joggers,4.69314E+13,8.17861E+12,1,2371.44,-1185.72,0,1185.72,0,0,0,59.28,1245,1,1,0,0
5/1/2026,JR11-38,Urban Indigo Luxury Relaxed Fit Jeans,4.63932E+13,8.00851E+12,1,1704.76,0,0,1704.76,0,0,0,85.24,1790,1,1,0,0
5/1/2026,PV134-42,Timeless Grey Slim Fit Stretch Formal Pants,4.50627E+13,7.90994E+12,1,1895.23,0,0,1895.23,0,0,0,94.77,1990,1,1,0,0
5/1/2026,LP10-40,Havana Brown Relaxed Fit Lounge Pants,4.73083E+13,8.27647E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/1/2026,CMB5,Power-Stretch Bundle of 2,4.14537E+13,7.07358E+12,2,9968.95,0,0,9968.95,0,0,0,1611.05,11580,2,2,0,0
5/1/2026,PVR192-32,Timeless Grey Relaxed Fit Stretch Formal Pants,4.66158E+13,8.07106E+12,3,6542.84,-109.04,0,6433.8,0,0,0,321.7,6755.5,3,3,0,0
5/1/2026,CR234-36,Sandhill Khaki Relaxed Fit Stretch Cargo Pants,4.66271E+13,8.07372E+12,2,3028.57,0,0,3028.57,0,0,0,151.43,3180,2,2,0,0
5/1/2026,J2-38,Charcoal Grey Power-Stretch Slim Fit Jeans,4.42137E+13,7.18146E+12,2,3409.52,0,0,3409.52,0,0,0,170.48,3580,2,2,0,0
5/1/2026,CHR6-38,Cognora Brown Relaxed Fit Stretch Chinos for Men,4.73066E+13,8.27599E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/1/2026,JR6-30,Dream Blue Relaxed Fit Jeans,4.63013E+13,7.9806E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/1/2026,PV10-44,Everyday Black Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,4,7580.96,0,0,7580.96,0,0,0,379.04,7960,4,4,0,0
5/1/2026,PV2-36,Somewhere Khaki Slim Fit Stretch Formal Pants,4.63318E+13,7.99299E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/1/2026,PV17-32,Daily Navy Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,9,15342.83,-255.69,0,15087.14,0,0,0,754.36,15841.5,9,9,0,0
5/1/2026,CHR1-30,Noctara Black Relaxed Fit Stretch Chinos for Men,4.73066E+13,8.27599E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/1/2026,CMK13,Insignia Blue Power-Stretch Pants,3.82104E+13,6.24886E+12,1,2957.63,0,0,2957.63,0,0,0,532.37,3490,1,1,0,0
5/1/2026,PV191-36,Elk Brown Checks Slim Fit Stretch Formal Pants,4.69776E+13,8.19256E+12,1,1704.75,-85.23,0,1619.52,0,0,0,80.98,1700.5,1,1,0,0
5/1/2026,SR6-38,Gustav Grey Stretch Chino Shorts,4.64794E+13,8.02974E+12,2,1885.69,-173.26,0,1712.43,0,0,0,85.63,1798.06,2,2,0,0
5/1/2026,JOG1-M,Soren Black Tapered Fit Joggers,4.69314E+13,8.17861E+12,2,4742.88,-2371.44,0,2371.44,0,0,0,118.56,2490,2,2,0,0
5/1/2026,K7-30,Dark Knight Slim Fit Power Stretch Pants,4.48432E+13,7.9037E+12,1,1704.76,0,-1704.76,0,0,0,0,0,0,0,1,-1,-1790
5/1/2026,JR9-46,Frost White Relaxed Fit Jeans,4.6382E+13,8.0047E+12,1,2466.68,0,0,2466.68,0,0,0,123.32,2590,1,1,0,0
5/1/2026,PVR104-36,Verdant Olive Water Repellent Relaxed Fit Stretch Formal Pants,4.67026E+13,8.09246E+12,1,2466.66,0,0,2466.66,0,0,0,123.34,2590,1,1,0,0
5/1/2026,JR21-40,Bark Brown Relaxed Fit Jeans,4.68602E+13,8.15453E+12,2,4933.34,0,-2466.67,2466.67,0,0,0,123.33,2590,1,2,-1,-2590
5/1/2026,K25-44,Deep Black Slim Fit Power Stretch Pants,4.48431E+13,7.90297E+12,3,5685.7,-239.69,0,5446.01,0,0,0,272.31,5718.32,3,3,0,0
5/1/2026,CMPV36,Grey All Weather Stretch Pants,4.06886E+13,6.9237E+12,1,3381.36,0,0,3381.36,0,0,0,608.64,3990,1,1,0,0
5/1/2026,JR10-36,Integrity Blue Relaxed Fit Jeans,4.63012E+13,7.98057E+12,3,5685.72,0,0,5685.72,0,0,0,284.28,5970,3,3,0,0
5/1/2026,K2-48,Tidal Blue Melange Slim Fit Power Stretch Pants,4.48432E+13,7.90369E+12,1,1704.78,0,0,1704.78,0,0,0,85.22,1790,1,1,0,0
5/1/2026,PV51-30,Effortless Grey Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,4,7580.96,0,0,7580.96,0,0,0,379.04,7960,4,4,0,0
5/1/2026,JR20-46,Rustwood Khaki Relaxed Fit Jeans,4.68602E+13,8.15453E+12,1,2466.66,0,0,2466.66,0,0,0,123.34,2590,1,1,0,0
5/1/2026,PVR189-38,Effortless Grey Relaxed Fit Stretch Formal Pants,4.66158E+13,8.07106E+12,1,2180.95,0,0,2180.95,0,0,0,109.05,2290,1,1,0,0
5/1/2026,K13-38,Prussian Blue Slim Fit Power Stretch Pants,4.48432E+13,7.90369E+12,2,3790.45,-94.76,-1895.22,1800.47,0,0,0,90.03,1890.5,1,2,-1,-1990
5/1/2026,JR9-36,Frost White Relaxed Fit Jeans,4.6382E+13,8.0047E+12,1,2466.66,0,0,2466.66,0,0,0,123.34,2590,1,1,0,0
5/1/2026,PVR190-32,Daily Navy Relaxed Fit Stretch Formal Pants,4.66158E+13,8.07106E+12,2,4361.91,0,0,4361.91,0,0,0,218.09,4580,2,2,0,0
5/1/2026,JR6-40,Dream Blue Relaxed Fit Jeans,4.63013E+13,7.9806E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/1/2026,K2-36,Tidal Blue Melange Slim Fit Power Stretch Pants,4.48432E+13,7.90369E+12,2,3345.74,-40.29,-1659.12,1646.33,0,0,0,147.64,1793.97,1,2,-1,-1742.08
5/1/2026,PV51-42,Effortless Grey Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,1,1895.23,-94.76,0,1800.47,0,0,0,90.03,1890.5,1,1,0,0
5/1/2026,STP3-30,Runway Grey Stretchable Travel Pants,4.73228E+13,8.28E+12,2,4933.33,0,-2466.66,2466.67,0,0,0,123.33,2590,1,2,-1,-2590
5/1/2026,C121-44,Field Green Slim Fit Stretch Chinos,4.61941E+13,7.9507E+12,1,1419.06,0,0,1419.06,0,0,0,70.94,1490,1,1,0,0
5/1/2026,JR26-38,Savoy Blue Luxury Relaxed Fit Jeans,4.71309E+13,8.22472E+12,2,3221.71,0,0,3221.71,0,0,0,358.29,3580,2,2,0,0
5/1/2026,PV10-32,Everyday Black Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,6,11371.44,-568.56,0,10802.88,0,0,0,540.12,11343,6,6,0,0
5/1/2026,K159-40,Black Twill Structured Slim Fit Power Stretch Pants,4.63318E+13,7.99298E+12,1,1704.76,-54.78,0,1649.98,0,0,0,82.5,1732.48,1,1,0,0
5/1/2026,CMK97,Scottish Blue Houndstooth Power-Stretch Pants,4.45602E+13,7.81611E+12,2,7039.19,-89.8,0,6949.39,0,0,0,932.65,7882.04,2,2,0,0
5/1/2026,PVR20-36,Wind Blue Water Repellent Relaxed Fit Stretch Formal Pants,4.68258E+13,8.14117E+12,0,0,0,-2466.67,-2466.67,0,0,0,-123.33,-2590,-1,0,-1,-2590
5/1/2026,CMS3,Jodhpur Blue Checks Seersucker Pants,4.45632E+13,7.817E+12,1,3323.81,-166.19,0,3157.62,0,0,0,157.88,3315.5,1,1,0,0
5/1/2026,J8-34,Polar Blue Slim Fit Jeans,4.64313E+13,8.01848E+12,2,3028.57,0,0,3028.57,0,0,0,151.43,3180,2,2,0,0
5/1/2026,PV176-32,Sand Beige Checks Formal Slim Fit Stretch Pants,4.6394E+13,8.00873E+12,2,3028.56,0,0,3028.56,0,0,0,151.44,3180,2,2,0,0
5/1/2026,JR8-40,Ecru Beige Relaxed Fit Jeans,4.6382E+13,8.0047E+12,1,2466.66,0,0,2466.66,0,0,0,123.34,2590,1,1,0,0
5/1/2026,PVR187-34,Everyday Black Relaxed Fit Stretch Formal Pants,4.66158E+13,8.07106E+12,10,21809.54,-401.81,-2180.95,19226.78,0,0,0,961.31,20188.09,9,10,-1,-2290
5/1/2026,PV10-30,Everyday Black Slim Fit Stretch Formal Pants,4.48432E+13,7.9037E+12,4,9476.19,-284.28,0,9191.91,0,0,0,459.59,9651.5,5,5,0,0
5/1/2026,PV180-38,Dolphin Grey Checks Slim Fit Stretch Formal Pant,4.63318E+13,7.99301E+12,1,1704.76,0,0,1704.76,0,0,0,85.24,1790,1,1,0,0
5/1/2026,CHR6-34,Cognora Brown Relaxed Fit Stretch Chinos for Men,4.73066E+13,8.27599E+12,1,1990,0,0,1990,0,0,0,0,1990,1,1,0,0
5/1/2026,JR8-38,Ecru Beige Relaxed Fit Jeans,4.6382E+13,8.0047E+12,2,4933.33,0,0,4933.33,0,0,0,246.67,5180,2,2,0,0
5/1/2026,JR10-40,Integrity Blue Relaxed Fit Jeans,4.63012E+13,7.98057E+12,2,3790.48,0,0,3790.48,0,0,0,189.52,3980,2,2,0,0
5/1/2026,PVRM1-36,True Blue Relaxed Fit Stretch Formal Pants,4.72092E+13,8.2486E+12,2,4361.9,-109.04,0,4252.86,0,0,0,212.64,4465.5,2,2,0,0
5/1/2026,K147-30,Light Grey Slim Fit Power Stretch Pants,4.64819E+13,8.03031E+12,2,2838.1,0,0,2838.1,0,0,0,141.9,2980,2,2,0,0
5/1/2026,PT10-40,Pine Green Relaxed Fit Korean Pintuck Pants,4.64274E+13,8.01763E+12,1,1895.23,-94.76,0,1800.47,0,0,0,90.03,1890.5,1,1,0,0
5/1/2026,K160-38,Belfast Black Checks Slim Fit Power Stretch Pants,4.63318E+13,7.99299E+12,1,1704.76,-85.23,0,1619.53,0,0,0,80.97,1700.5,1,1,0,0
5/1/2026,J11-46,Glacier Blue Damaged Slim Fit Jeans,4.64698E+13,8.02737E+12,1,1895.23,0,0,1895.23,0,0,0,94.77,1990,1,1,0,0
5/1/2026,JR35-38,Frozen Blue Relaxed Fit Jeans,4.71323E+13,8.22508E+12,2,2838.11,0,0,2838.11,0,0,0,141.89,2980,2,2,0,0
5/1/2026,PVR191-36,Always Olive Relaxed Fit Stretch Formal Pants,4.66158E+13,8.07106E+12,1,2180.95,0,0,2180.95,0,0,0,109.05,2290,1,1,0,0
5/1/2026,JOG5-M,Freya Beige Tapered Fit Joggers,4.69315E+13,8.17865E+12,1,2371.4,-1185.7,0,1185.7,0,0,0,59.3,1245,1,1,0,0
5/1/2026,K25-36,Deep Black Slim Fit Power Stretch Pants,4.48431E+13,7.90297E+12,8,15161.92,-401.17,-1844.48,12916.27,0,0,0,645.77,13562.04,7,8,-1,-1936.72
5/1/2026,CS1-L,Dash Black Relaxed Fit Cargo Sweatshorts,4.67045E+13,8.09315E+12,1,942.86,0,0,942.86,0,0,0,47.14,990,1,1,0,0
5/1/2026,CSP3-L,Neutral Grey Relaxed Fit Cargo Sweatpants,4.72865E+13,8.26891E+12,1,1895.23,0,0,1895.23,0,0,0,94.77,1990,1,1,0,0
5/1/2026,J14-42,Rebel Blue Vintage Slim Fit Jeans,4.71323E+13,8.22509E+12,1,1419.04,0,0,1419.04,0,0,0,70.96,1490,1,1,0,0
5/1/2026,JR8-44,Ecru Beige Relaxed Fit Jeans,4.6382E+13,8.0047E+12,2,4933.34,0,0,4933.34,0,0,0,246.66,5180,2,2,0,0
5/1/2026,JR25-32,Fossil Beige Relaxed Fit Jeans,4.68602E+13,8.15454E+12,1,2466.67,0,0,2466.67,0,0,0,123.33,2590,1,1,0,0
5/1/2026,PV176-36,Sand Beige Checks Formal Slim Fit Stretch Pants,4.6394E+13,8.00873E+12,2,3028.56,-151.42,0,2877.14,0,0,0,143.86,3021,2,2,0,0
5/1/2026,PV176-34,Sand Beige Checks Formal Slim Fit Stretch Pants,4.6394E+13,8.00873E+12,1,1514.28,-75.71,0,1438.57,0,0,0,71.93,1510.5,1,1,0,0
5/1/2026,DC6-34,Depth Blue Relaxed Fit Denim Cargos,4.69333E+13,8.17928E+12,1,1514.28,0,0,1514.28,0,0,0,75.72,1590,1,1,0,0
5/1/2026,PT12-32,Tharn Grey Relaxed Fit Power Stretch Korean Pintuck Pants,4.7045E+13,8.19812E+12,1,1800,0,0,1800,0,0,0,90,1890,1,1,0,0
5/1/2026,BD2-44,Leadstone Grey Baggy Fit Jeans,4.71155E+13,8.22029E+12,2,3028.56,0,0,3028.56,0,0,0,151.44,3180,2,2,0,0
5/1/2026,LP10-32,Havana Brown Relaxed Fit Lounge Pants,4.73083E+13,8.27647E+12,1,1895.24,0,-1895.24,0,0,0,0,0,0,0,1,-1,-1990
5/1/2026,K153-28,Lagoon Blue Slim Fit Power Stretch Pants,4.64819E+13,8.03031E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/1/2026,CHR4-36,Lumora Cream Relaxed Fit Stretch Chinos for Men,4.73066E+13,8.27599E+12,2,3790.48,0,0,3790.48,0,0,0,189.52,3980,2,2,0,0
5/1/2026,CMCR43,Aloe Green Corduroy Stretch Pants,4.63021E+13,7.98079E+12,1,3381.35,-1014.4,0,2366.95,0,0,0,426.05,2793,1,1,0,0
5/1/2026,LP7-36,Monaco Black Relaxed Fit Lounge Pants,4.73084E+13,8.27647E+12,1,1895.24,0,0,1895.24,0,0,0,94.76,1990,1,1,0,0
5/1/2026,JR30-44,Authentic Blue Relaxed Fit Jeans,4.63167E+13,7.98057E+12,1,2466.66,0,0,2466.66,0,0,0,123.34,2590,1,1,0,0
5/1/2026,J6-30,Sky Blue Power-Stretch Slim Fit Jeans,4.61141E+13,7.94639E+12,1,1704.78,0,0,1704.78,0,0,0,85.22,1790,1,1,0,0
5/1/2026,CMPV232,Advisor Brown Pro.Stretch Formal Trousers,4.7718E+13,8.38791E+12,2,7181.36,-1140,0,6041.36,0,0,0,741.64,6783,2,2,0,0
5/1/2026,JR11-36,Urban Indigo Luxury Relaxed Fit Jeans,4.63932E+13,8.00851E+12,3,4738.66,0,0,4738.66,0,0,0,631.34,5370,3,3,0,0
5/1/2026,POR8-46,Go-to Grey 925 Relaxed Fit Smart Formal Trousers,4.72437E+13,8.25748E+12,1,1514.28,0,0,1514.28,0,0,0,75.72,1590,1,1,0,0
5/1/2026,K153-36,Lagoon Blue Slim Fit Power Stretch Pants,4.64819E+13,8.03031E+12,4,7580.95,0,0,7580.95,0,0,0,379.05,7960,4,4,0,0
5/1/2026,JR39-38,Chrome Grey Relaxed Fit Jeans,4.74001E+13,8.29989E+12,1,2466.67,0,0,2466.67,0,0,0,123.33,2590,1,1,0,0
5/1/2026,K134-48,Medium Blue Checks Slim Fit Power Stretch Pants,4.48432E+13,7.90369E+12,1,1704.76,0,0,1704.76,0,0,0,85.24,1790,1,1,0,0
5/1/2026,JR30-32,Authentic Blue Relaxed Fit Jeans,4.63012E+13,7.98057E+12,1,2466.66,0,0,2466.66,0,0,0,123.34,2590,1,1,0,0
5/1/2026,K164-34,Mercury Grey Slim Fit Lightweight Power Stretch Pants,4.64816E+13,8.03015E+12,2,4361.88,-159.7,0,4202.18,0,0,0,210.12,4412.3,2,2,0,0
5/1/2026,CMPV180,Dusky Grey Checks Stretch Formal Pants,4.6398E+13,8.00948E+12,1,3381.36,-507.2,0,2874.16,0,0,0,517.34,3391.5,1,1,0,0
5/1/2026,CMPV168,Black All Weather Stretch Pants,4.06886E+13,6.9237E+12,2,11400,-1710,0,9690,0,0,0,484.5,10174.5,3,3,0,0
5/1/2026,CR231-38,Villa Blue Relaxed Fit Stretch Cargo Pants,4.66271E+13,8.07372E+12,1,1704.76,0,-1704.76,0,0,0,0,0,0,0,1,-1,-1790
5/1/2026,JOG5-XXL,Freya Beige Tapered Fit Joggers,4.69315E+13,8.17865E+12,1,2371.4,-1185.7,0,1185.7,0,0,0,59.3,1245,1,1,0,0
5/1/2026,J6-38,Sky Blue Power-Stretch Slim Fit Jeans,4.61141E+13,7.94639E+12,2,3409.53,0,0,3409.53,0,0,0,170.47,3580,2,2,0,0
5/1/2026,K133-36,Medium Grey Checks Slim Fit Power Stretch Pants,4.63317E+13,7.99298E+12,4,7510.05,-44.79,0,7465.26,0,0,0,445.88,7911.14,4,4,0,0
